Brand,Category_Name,Color,Discount,Gender,ProductID,Product_Description,Product_Name,SKU,Selling_Price,Size,Sub-Category,error_reason
Borosil,Home & Kitchen,Maroon,30,nan,PROD_00899,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Borosil Air Conditioners Classic,SKU-HOM-0899,52999.8,nan,Air Conditioners,Gender: invalid value | Size: invalid value
Borosil,Home & Kitchen,Navy,5,nan,PROD_00974,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Borosil Washing Machines Premium,SKU-HOM-0974,77531.4,nan,Washing Machines,Gender: invalid value | Size: invalid value
Borosil,Home & Kitchen,Navy,20,nan,PROD_00921,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Borosil Refrigerators Classic,SKU-HOM-0921,37842.4,nan,Refrigerators,Gender: invalid value | Size: invalid value
Borosil,Home & Kitchen,Pink,5,nan,PROD_00934,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Borosil Refrigerators Deluxe,SKU-HOM-0934,46638.35,nan,Refrigerators,Gender: invalid value | Size: invalid value
Borosil,Home & Kitchen,Pink,15,nan,PROD_00797,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Borosil Kitchen Appliances Advanced,SKU-HOM-0797,11448.65,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Borosil,Home & Kitchen,Pink,30,nan,PROD_00863,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Borosil Home Furnitures Classic,SKU-HOM-0863,3792.6,nan,Home Furnitures,Gender: invalid value | Size: invalid value
Borosil,Home & Kitchen,Red,5,nan,PROD_00873,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Borosil Home Furnitures Deluxe,SKU-HOM-0873,93579.75,nan,Home Furnitures,Gender: invalid value | Size: invalid value
Borosil,Home & Kitchen,Red,10,nan,PROD_00803,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Borosil Kitchen Appliances Advanced,SKU-HOM-0803,15956.1,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Borosil,Home & Kitchen,Red,15,nan,PROD_00846,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Borosil Home Furnitures Deluxe,SKU-HOM-0846,22399.2,nan,Home Furnitures,Gender: invalid value | Size: invalid value
Borosil,Home & Kitchen,Red,15,nan,PROD_00870,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Borosil Home Furnitures Classic,SKU-HOM-0870,6257.7,nan,Home Furnitures,Gender: invalid value | Size: invalid value
Borosil,Home & Kitchen,Red,25,nan,PROD_00877,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Borosil Home Furnitures Premium,SKU-HOM-0877,16680.75,nan,Home Furnitures,Gender: invalid value | Size: invalid value
Borosil,Home & Kitchen,White,15,nan,PROD_00906,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Borosil Air Conditioners Pro,SKU-HOM-0906,56733.25,nan,Air Conditioners,Gender: invalid value | Size: invalid value
Borosil,Home & Kitchen,White,15,nan,PROD_00922,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Borosil Refrigerators Classic,SKU-HOM-0922,38616.35,nan,Refrigerators,Gender: invalid value | Size: invalid value
Borosil,Home & Kitchen,White,25,nan,PROD_00872,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Borosil Home Furnitures Deluxe,SKU-HOM-0872,40919.25,nan,Home Furnitures,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Beige,5,nan,PROD_00890,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Butterfly Air Conditioners Classic,SKU-HOM-0890,69444.05,nan,Air Conditioners,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Beige,15,nan,PROD_00864,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Butterfly Home Furnitures Advanced,SKU-HOM-0864,7240.3,nan,Home Furnitures,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Beige,25,nan,PROD_00843,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Butterfly Home Furnitures Deluxe,SKU-HOM-0843,60884.25,nan,Home Furnitures,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Beige,30,nan,PROD_00814,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Butterfly Kitchen Appliances Pro,SKU-HOM-0814,35996.8,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Black,10,nan,PROD_00980,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Butterfly Washing Machines Classic,SKU-HOM-0980,40446.9,nan,Washing Machines,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Black,20,nan,PROD_00924,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Butterfly Refrigerators Premium,SKU-HOM-0924,75082.4,nan,Refrigerators,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Blue,5,nan,PROD_00883,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Butterfly Air Conditioners Classic,SKU-HOM-0883,26286.5,nan,Air Conditioners,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Blue,10,nan,PROD_00806,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Butterfly Kitchen Appliances Pro,SKU-HOM-0806,46461.6,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Blue,15,nan,PROD_00825,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Butterfly Kitchen Appliances Pro,SKU-HOM-0825,18761.2,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Blue,15,nan,PROD_00920,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Butterfly Refrigerators Pro,SKU-HOM-0920,57100.45,nan,Refrigerators,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Green,5,nan,PROD_00851,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Butterfly Home Furnitures Pro,SKU-HOM-0851,74751.7,nan,Home Furnitures,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Green,15,nan,PROD_00904,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Butterfly Air Conditioners Pro,SKU-HOM-0904,30893.25,nan,Air Conditioners,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Grey,10,nan,PROD_00950,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Butterfly Refrigerators Advanced,SKU-HOM-0950,35159.4,nan,Refrigerators,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Grey,25,nan,PROD_00888,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Butterfly Air Conditioners Premium,SKU-HOM-0888,43684.5,nan,Air Conditioners,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Grey,30,nan,PROD_00929,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Butterfly Refrigerators Deluxe,SKU-HOM-0929,64124.9,nan,Refrigerators,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Maroon,5,nan,PROD_00808,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Butterfly Kitchen Appliances Pro,SKU-HOM-0808,81069.2,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Maroon,5,nan,PROD_00908,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Butterfly Air Conditioners Classic,SKU-HOM-0908,4837.4,nan,Air Conditioners,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Maroon,10,nan,PROD_00972,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Butterfly Washing Machines Classic,SKU-HOM-0972,29964.6,nan,Washing Machines,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Navy,20,nan,PROD_00960,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Butterfly Washing Machines Deluxe,SKU-HOM-0960,61105.6,nan,Washing Machines,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Pink,20,nan,PROD_00796,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Butterfly Kitchen Appliances Advanced,SKU-HOM-0796,60360.8,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Pink,30,nan,PROD_00821,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Butterfly Kitchen Appliances Classic,SKU-HOM-0821,11665.5,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Red,10,nan,PROD_00852,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Butterfly Home Furnitures Premium,SKU-HOM-0852,41612.4,nan,Home Furnitures,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Red,10,nan,PROD_00936,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Butterfly Refrigerators Premium,SKU-HOM-0936,26579.7,nan,Refrigerators,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Red,15,nan,PROD_00819,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Butterfly Kitchen Appliances Premium,SKU-HOM-0819,84235.85,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Red,15,nan,PROD_00820,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Butterfly Kitchen Appliances Advanced,SKU-HOM-0820,18701.7,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Red,20,nan,PROD_00927,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Butterfly Refrigerators Advanced,SKU-HOM-0927,56180.0,nan,Refrigerators,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,Red,25,nan,PROD_00794,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Butterfly Kitchen Appliances Premium,SKU-HOM-0794,26220.0,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,White,5,nan,PROD_00894,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Butterfly Air Conditioners Classic,SKU-HOM-0894,54967.0,nan,Air Conditioners,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,White,5,nan,PROD_00895,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Butterfly Air Conditioners Pro,SKU-HOM-0895,8132.95,nan,Air Conditioners,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,White,5,nan,PROD_00905,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Butterfly Air Conditioners Advanced,SKU-HOM-0905,43187.0,nan,Air Conditioners,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,White,10,nan,PROD_00889,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Butterfly Air Conditioners Pro,SKU-HOM-0889,27469.8,nan,Air Conditioners,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,White,10,nan,PROD_00977,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Butterfly Washing Machines Pro,SKU-HOM-0977,47075.4,nan,Washing Machines,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,White,20,nan,PROD_00833,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Butterfly Kitchen Appliances Advanced,SKU-HOM-0833,59810.4,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Butterfly,Home & Kitchen,White,20,nan,PROD_00868,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Butterfly Home Furnitures Advanced,SKU-HOM-0868,64587.2,nan,Home Furnitures,Gender: invalid value | Size: invalid value
Decathlon,Sports & Fitness,Beige,5,nan,PROD_01079,"Combines practicality, durability, and modern design, providing an excellent experience for sports and fitness routines.",Decathlon Cardio Equipment Premium,SKU-SPO-1079,40444.35,nan,Cardio Equipment,Gender: invalid value | Size: invalid value
Decathlon,Sports & Fitness,Blue,30,nan,PROD_01008,"Combines practicality, durability, and modern design, providing an excellent experience for sports and fitness routines.",Decathlon Fitness Accessories Premium,SKU-SPO-1008,27386.8,nan,Fitness Accessories,Gender: invalid value | Size: invalid value
Decathlon,Sports & Fitness,Green,10,nan,PROD_01051,"Combines practicality, durability, and modern design, providing an excellent experience for sports and fitness routines.",Decathlon Badminton Deluxe,SKU-SPO-1051,35311.5,nan,Badminton,Gender: invalid value | Size: invalid value
Decathlon,Sports & Fitness,Green,20,nan,PROD_00986,"Reliable and stylish gear designed for comfort, efficiency, and endurance. Suitable for both indoor and outdoor sports activities.",Decathlon Fitness Accessories Classic,SKU-SPO-0986,77627.2,nan,Fitness Accessories,Gender: invalid value | Size: invalid value
Decathlon,Sports & Fitness,Green,30,nan,PROD_01003,"Combines practicality, durability, and modern design, providing an excellent experience for sports and fitness routines.",Decathlon Fitness Accessories Deluxe,SKU-SPO-1003,59589.6,nan,Fitness Accessories,Gender: invalid value | Size: invalid value
Decathlon,Sports & Fitness,Green,30,nan,PROD_01030,"Combines practicality, durability, and modern design, providing an excellent experience for sports and fitness routines.",Decathlon Cricket Deluxe,SKU-SPO-1030,64598.8,nan,Cricket,Gender: invalid value | Size: invalid value
Decathlon,Sports & Fitness,Grey,15,nan,PROD_01037,"Enhances performance with ergonomic design and superior durability. Ideal for athletes, fitness enthusiasts, and casual users.",Decathlon Cricket Classic,SKU-SPO-1037,9705.3,nan,Cricket,Gender: invalid value | Size: invalid value
Decathlon,Sports & Fitness,Grey,15,nan,PROD_01068,"Enhances performance with ergonomic design and superior durability. Ideal for athletes, fitness enthusiasts, and casual users.",Decathlon Cardio Equipment Premium,SKU-SPO-1068,4732.8,nan,Cardio Equipment,Gender: invalid value | Size: invalid value
Decathlon,Sports & Fitness,Grey,20,nan,PROD_01024,"Combines practicality, durability, and modern design, providing an excellent experience for sports and fitness routines.",Decathlon Cricket Deluxe,SKU-SPO-1024,49937.6,nan,Cricket,Gender: invalid value | Size: invalid value
Decathlon,Sports & Fitness,Grey,30,nan,PROD_00985,"Reliable and stylish gear designed for comfort, efficiency, and endurance. Suitable for both indoor and outdoor sports activities.",Decathlon Fitness Accessories Deluxe,SKU-SPO-0985,37589.3,nan,Fitness Accessories,Gender: invalid value | Size: invalid value
Decathlon,Sports & Fitness,Maroon,5,nan,PROD_01027,"Reliable and stylish gear designed for comfort, efficiency, and endurance. Suitable for both indoor and outdoor sports activities.",Decathlon Cricket Premium,SKU-SPO-1027,16750.4,nan,Cricket,Gender: invalid value | Size: invalid value
Decathlon,Sports & Fitness,Maroon,5,nan,PROD_01053,"Enhances performance with ergonomic design and superior durability. Ideal for athletes, fitness enthusiasts, and casual users.",Decathlon Badminton Premium,SKU-SPO-1053,27475.9,nan,Badminton,Gender: invalid value | Size: invalid value
Decathlon,Sports & Fitness,Navy,30,nan,PROD_01025,"Combines practicality, durability, and modern design, providing an excellent experience for sports and fitness routines.",Decathlon Cricket Deluxe,SKU-SPO-1025,24955.7,nan,Cricket,Gender: invalid value | Size: invalid value
Decathlon,Sports & Fitness,Pink,5,nan,PROD_01049,"Enhances performance with ergonomic design and superior durability. Ideal for athletes, fitness enthusiasts, and casual users.",Decathlon Badminton Pro,SKU-SPO-1049,73788.4,nan,Badminton,Gender: invalid value | Size: invalid value
Decathlon,Sports & Fitness,Red,10,nan,PROD_01006,"Reliable and stylish gear designed for comfort, efficiency, and endurance. Suitable for both indoor and outdoor sports activities.",Decathlon Fitness Accessories Advanced,SKU-SPO-1006,52113.6,nan,Fitness Accessories,Gender: invalid value | Size: invalid value
Decathlon,Sports & Fitness,Red,10,nan,PROD_01045,"Reliable and stylish gear designed for comfort, efficiency, and endurance. Suitable for both indoor and outdoor sports activities.",Decathlon Badminton Classic,SKU-SPO-1045,76053.6,nan,Badminton,Gender: invalid value | Size: invalid value
Decathlon,Sports & Fitness,White,30,nan,PROD_01028,"Combines practicality, durability, and modern design, providing an excellent experience for sports and fitness routines.",Decathlon Cricket Deluxe,SKU-SPO-1028,18014.5,nan,Cricket,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Beige,15,nan,PROD_01032,"Combines practicality, durability, and modern design, providing an excellent experience for sports and fitness routines.",HRX Cricket Classic,SKU-SPO-1032,16300.45,nan,Cricket,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Beige,15,nan,PROD_01054,"Reliable and stylish gear designed for comfort, efficiency, and endurance. Suitable for both indoor and outdoor sports activities.",HRX Badminton Advanced,SKU-SPO-1054,55635.9,nan,Badminton,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Black,5,nan,PROD_01061,"Enhances performance with ergonomic design and superior durability. Ideal for athletes, fitness enthusiasts, and casual users.",HRX Cardio Equipment Advanced,SKU-SPO-1061,86474.7,nan,Cardio Equipment,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Black,10,nan,PROD_01069,"Reliable and stylish gear designed for comfort, efficiency, and endurance. Suitable for both indoor and outdoor sports activities.",HRX Cardio Equipment Pro,SKU-SPO-1069,58653.9,nan,Cardio Equipment,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Black,15,nan,PROD_01038,"Reliable and stylish gear designed for comfort, efficiency, and endurance. Suitable for both indoor and outdoor sports activities.",HRX Cricket Pro,SKU-SPO-1038,24733.3,nan,Cricket,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Black,30,nan,PROD_01063,"Reliable and stylish gear designed for comfort, efficiency, and endurance. Suitable for both indoor and outdoor sports activities.",HRX Cardio Equipment Deluxe,SKU-SPO-1063,34665.4,nan,Cardio Equipment,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Blue,5,nan,PROD_01001,"Combines practicality, durability, and modern design, providing an excellent experience for sports and fitness routines.",HRX Fitness Accessories Deluxe,SKU-SPO-1001,11778.1,nan,Fitness Accessories,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Blue,20,nan,PROD_01055,"Combines practicality, durability, and modern design, providing an excellent experience for sports and fitness routines.",HRX Badminton Pro,SKU-SPO-1055,66525.6,nan,Badminton,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Green,10,nan,PROD_01000,"Combines practicality, durability, and modern design, providing an excellent experience for sports and fitness routines.",HRX Fitness Accessories Pro,SKU-SPO-1000,51577.2,nan,Fitness Accessories,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Green,25,nan,PROD_01002,"Reliable and stylish gear designed for comfort, efficiency, and endurance. Suitable for both indoor and outdoor sports activities.",HRX Fitness Accessories Pro,SKU-SPO-1002,36455.25,nan,Fitness Accessories,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Maroon,10,nan,PROD_01075,"Enhances performance with ergonomic design and superior durability. Ideal for athletes, fitness enthusiasts, and casual users.",HRX Cardio Equipment Classic,SKU-SPO-1075,87229.8,nan,Cardio Equipment,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Maroon,15,nan,PROD_01059,"Enhances performance with ergonomic design and superior durability. Ideal for athletes, fitness enthusiasts, and casual users.",HRX Badminton Pro,SKU-SPO-1059,33275.8,nan,Badminton,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Maroon,25,nan,PROD_01016,"Reliable and stylish gear designed for comfort, efficiency, and endurance. Suitable for both indoor and outdoor sports activities.",HRX Cricket Advanced,SKU-SPO-1016,54273.75,nan,Cricket,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Maroon,30,nan,PROD_00993,"Reliable and stylish gear designed for comfort, efficiency, and endurance. Suitable for both indoor and outdoor sports activities.",HRX Fitness Accessories Classic,SKU-SPO-0993,57955.8,nan,Fitness Accessories,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Maroon,30,nan,PROD_01026,"Combines practicality, durability, and modern design, providing an excellent experience for sports and fitness routines.",HRX Cricket Premium,SKU-SPO-1026,62785.8,nan,Cricket,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Maroon,30,nan,PROD_01052,"Enhances performance with ergonomic design and superior durability. Ideal for athletes, fitness enthusiasts, and casual users.",HRX Badminton Premium,SKU-SPO-1052,57698.9,nan,Badminton,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Navy,5,nan,PROD_00995,"Reliable and stylish gear designed for comfort, efficiency, and endurance. Suitable for both indoor and outdoor sports activities.",HRX Fitness Accessories Classic,SKU-SPO-0995,8244.1,nan,Fitness Accessories,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Navy,15,nan,PROD_01039,"Enhances performance with ergonomic design and superior durability. Ideal for athletes, fitness enthusiasts, and casual users.",HRX Cricket Advanced,SKU-SPO-1039,44472.85,nan,Cricket,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Pink,5,nan,PROD_01073,"Enhances performance with ergonomic design and superior durability. Ideal for athletes, fitness enthusiasts, and casual users.",HRX Cardio Equipment Classic,SKU-SPO-1073,54152.85,nan,Cardio Equipment,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Pink,15,nan,PROD_00999,"Combines practicality, durability, and modern design, providing an excellent experience for sports and fitness routines.",HRX Fitness Accessories Classic,SKU-SPO-0999,2827.95,nan,Fitness Accessories,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Pink,25,nan,PROD_00997,"Enhances performance with ergonomic design and superior durability. Ideal for athletes, fitness enthusiasts, and casual users.",HRX Fitness Accessories Premium,SKU-SPO-0997,40827.0,nan,Fitness Accessories,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,Red,15,nan,PROD_01077,"Reliable and stylish gear designed for comfort, efficiency, and endurance. Suitable for both indoor and outdoor sports activities.",HRX Cardio Equipment Pro,SKU-SPO-1077,2215.95,nan,Cardio Equipment,Gender: invalid value | Size: invalid value
HRX,Sports & Fitness,White,30,nan,PROD_01040,"Reliable and stylish gear designed for comfort, efficiency, and endurance. Suitable for both indoor and outdoor sports activities.",HRX Cricket Pro,SKU-SPO-1040,43768.2,nan,Cricket,Gender: invalid value | Size: invalid value
Milton,Home & Kitchen,Beige,10,nan,PROD_00818,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Milton Kitchen Appliances Advanced,SKU-HOM-0818,36930.6,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Milton,Home & Kitchen,Beige,20,nan,PROD_00956,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Milton Washing Machines Classic,SKU-HOM-0956,12874.4,nan,Washing Machines,Gender: invalid value | Size: invalid value
Milton,Home & Kitchen,Beige,25,nan,PROD_00892,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Milton Air Conditioners Advanced,SKU-HOM-0892,19747.5,nan,Air Conditioners,Gender: invalid value | Size: invalid value
Milton,Home & Kitchen,Beige,30,nan,PROD_00807,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Milton Kitchen Appliances Deluxe,SKU-HOM-0807,44265.9,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Milton,Home & Kitchen,Beige,30,nan,PROD_00867,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Milton Home Furnitures Pro,SKU-HOM-0867,68981.5,nan,Home Furnitures,Gender: invalid value | Size: invalid value
Milton,Home & Kitchen,Black,25,nan,PROD_00967,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Milton Washing Machines Pro,SKU-HOM-0967,58111.5,nan,Washing Machines,Gender: invalid value | Size: invalid value
Milton,Home & Kitchen,Blue,5,nan,PROD_00827,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Milton Kitchen Appliances Advanced,SKU-HOM-0827,70796.85,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Milton,Home & Kitchen,Blue,5,nan,PROD_00828,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Milton Kitchen Appliances Deluxe,SKU-HOM-0828,74771.65,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Milton,Home & Kitchen,Blue,5,nan,PROD_00838,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Milton Kitchen Appliances Advanced,SKU-HOM-0838,10963.0,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Milton,Home & Kitchen,Blue,25,nan,PROD_00832,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Milton Kitchen Appliances Premium,SKU-HOM-0832,45929.25,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Milton,Home & Kitchen,Blue,30,nan,PROD_00917,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Milton Refrigerators Deluxe,SKU-HOM-0917,6251.7,nan,Refrigerators,Gender: invalid value | Size: invalid value
Milton,Home & Kitchen,Green,20,nan,PROD_00810,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Milton Kitchen Appliances Pro,SKU-HOM-0810,74660.0,nan,Kitchen Appliances,Gender: invalid value | Size: invalid value
Milton,Home & Kitchen,Green,25,nan,PROD_00858,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Milton Home Furnitures Pro,SKU-HOM-0858,45501.75,nan,Home Furnitures,Gender: invalid value | Size: invalid value
Milton,Home & Kitchen,Green,25,nan,PROD_00865,"Offers efficient and reliable performance for cooking, storage, and home use. Elegant design complements modern Indian homes.",Milton Home Furnitures Deluxe,SKU-HOM-0865,1503.0,nan,Home Furnitures,Gender: invalid value | Size: invalid value
Milton,Home & Kitchen,Green,30,nan,PROD_00856,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Milton Home Furnitures Advanced,SKU-HOM-0856,54728.8,nan,Home Furnitures,Gender: invalid value | Size: invalid value
Milton,Home & Kitchen,Grey,5,nan,PROD_00845,"Combines durability with modern design, making it suitable for everyday use. Ideal for households seeking practical and stylish solutions.",Milton Home Furnitures Advanced,SKU-HOM-0845,79148.3,nan,Home Furnitures,Gender: invalid value | Size: invalid value
Milton,Home & Kitchen,Grey,25,nan,PROD_00910,"Built for practicality and style, it ensures convenience in daily household tasks. High-quality materials provide long-lasting performance and aesthetic appeal.",Milton Air Conditioners Advanced,SKU-HOM-0910,66036.75,nan,Air Conditioners,Gender: invalid value | Size: invalid value
